PRAGMA foreign_keys=OFF;
BEGIN TRANSACTION;
CREATE TABLE IF NOT EXISTS "light" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT,
	"r" REAL DEFAULT(1.0),
	"g" REAL DEFAULT(1.0),
	"b" REAL DEFAULT(1.0),
	"radius" REAL DEFAULT(1.0)
);
INSERT INTO light VALUES(1,'tiny white',1.0,1.0,1.0,1.0);
INSERT INTO light VALUES(2,'small white',1.0,1.0,1.0,2.0);
INSERT INTO light VALUES(3,'small white',1.0,1.0,1.0,3.0);
INSERT INTO light VALUES(4,'small white',1.0,1.0,1.0,4.0);
INSERT INTO light VALUES(5,'medium white',1.0,1.0,1.0,5.0);
INSERT INTO light VALUES(6,'medium white',1.0,1.0,1.0,6.0);
INSERT INTO light VALUES(7,'medium white',1.0,1.0,1.0,7.0);
INSERT INTO light VALUES(8,'large white',1.0,1.0,1.0,8.0);
INSERT INTO light VALUES(9,'large white',1.0,1.0,1.0,9.0);
INSERT INTO light VALUES(10,'large white',1.0,1.0,1.0,10.0);
INSERT INTO light VALUES(11,'tiny dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,1.0);
INSERT INTO light VALUES(12,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,2.0);
INSERT INTO light VALUES(13,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,3.0);
INSERT INTO light VALUES(14,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,4.0);
INSERT INTO light VALUES(15,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,5.0);
INSERT INTO light VALUES(16,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,6.0);
INSERT INTO light VALUES(17,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,7.0);
INSERT INTO light VALUES(18,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,8.0);
INSERT INTO light VALUES(19,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,9.0);
INSERT INTO light VALUES(20,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,10.0);
INSERT INTO light VALUES(21,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,2.0);
INSERT INTO light VALUES(22,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,3.0);
INSERT INTO light VALUES(23,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,4.0);
INSERT INTO light VALUES(24,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,5.0);
INSERT INTO light VALUES(25,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,6.0);
INSERT INTO light VALUES(26,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,7.0);
INSERT INTO light VALUES(27,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,8.0);
INSERT INTO light VALUES(28,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,9.0);
INSERT INTO light VALUES(29,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,10.0);
INSERT INTO light VALUES(30,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,11.0);
INSERT INTO light VALUES(31,'tiny dim red',1.0,0.29999999999999998889,0.29999999999999998889,1.0);
INSERT INTO light VALUES(32,'small dim red',1.0,0.29999999999999998889,0.29999999999999998889,2.0);
INSERT INTO light VALUES(33,'small dim red',1.0,0.29999999999999998889,0.29999999999999998889,3.0);
INSERT INTO light VALUES(34,'red',1.0,0.29999999999999998889,0.29999999999999998889,4.0);
INSERT INTO light VALUES(35,'red',1.0,0.29999999999999998889,0.29999999999999998889,5.0);
INSERT INTO light VALUES(36,'red',1.0,0.29999999999999998889,0.29999999999999998889,6.0);
INSERT INTO light VALUES(37,'red',1.0,0.29999999999999998889,0.29999999999999998889,7.0);
INSERT INTO light VALUES(38,'red',1.0,0.29999999999999998889,0.29999999999999998889,8.0);
INSERT INTO light VALUES(39,'red',1.0,0.29999999999999998889,0.29999999999999998889,9.0);
INSERT INTO light VALUES(40,'red',1.0,0.29999999999999998889,0.29999999999999998889,10.0);
INSERT INTO light VALUES(41,'green',0.29999999999999998889,1.0,0.29999999999999998889,1.0);
INSERT INTO light VALUES(42,'green',0.29999999999999998889,1.0,0.29999999999999998889,2.0);
INSERT INTO light VALUES(43,'green',0.29999999999999998889,1.0,0.29999999999999998889,3.0);
INSERT INTO light VALUES(44,'green',0.29999999999999998889,1.0,0.29999999999999998889,4.0);
INSERT INTO light VALUES(45,'green',0.29999999999999998889,1.0,0.29999999999999998889,5.0);
INSERT INTO light VALUES(46,'green',0.29999999999999998889,1.0,0.29999999999999998889,6.0);
INSERT INTO light VALUES(47,'green',0.29999999999999998889,1.0,0.29999999999999998889,7.0);
INSERT INTO light VALUES(48,'green',0.29999999999999998889,1.0,0.29999999999999998889,8.0);
INSERT INTO light VALUES(49,'green',0.29999999999999998889,1.0,0.29999999999999998889,9.0);
INSERT INTO light VALUES(50,'green',0.29999999999999998889,1.0,0.29999999999999998889,10.0);
CREATE TABLE IF NOT EXISTS "damagetype" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT
, "color" TEXT);
INSERT INTO item VALUES(56,1,4,2,2,0,0,'Ghost Attack','textures/skills/ghost_attack.png','Skill_GhostAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(57,1,2,6,2,0,0,'Pincer Attack','textures/skills/pincer_attack.png','Skill_PincerAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(58,1,2,2,2,0,0,'Chew Attack','textures/skills/chew_attack.png','Skill_ChewAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(59,1,2,2,2,0,0,'Swamp Attack','textures/skills/swamp_attack.png','Skill_SwampAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(60,1,2,2,2,0,0,'Venom Bite','textures/skills/fang_bite.png','Skill_VenomBite',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(61,1,2,2,2,0,0,'Crab Attack','textures/skills/monster_attack.png','Skill_CrabAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(62,1,2,2,2,0,0,'Slime Attack','textures/skills/monster_attack.png','Skill_SlimeAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(63,1,2,2,2,0,0,'Ant Attack','textures/skills/monster_attack.png','Skill_AntAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(64,1,2,2,2,0,0,'Skeleton Attack','textures/skills/monster_attack.png','Skill_SkeletonAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(65,1,3,2,2,0,0,'Demon Attack','textures/skills/monster_attack.png','Skill_DemonAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(66,1,2,2,2,0,0,'Sting','textures/skills/sting.png','Skill_Sting',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(67,1,2,2,2,0,0,'','','',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(68,1,2,2,2,0,0,'','','',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(69,1,2,2,2,0,0,'','','',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(70,1,2,2,2,0,0,'','','',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(96,12,0,0,1,1,0,'Skill Slot I','textures/items/skillslot1.png','Item_SkillSlot',0,500,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(97,12,0,0,1,2,0,'Skill Slot II','textures/items/skillslot2.png','Item_SkillSlot',0,5000,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(98,12,0,0,1,3,0,'Skill Slot III','textures/items/skillslot3.png','Item_SkillSlot',0,50000,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(99,12,0,0,1,4,0,'Skill Slot IV','textures/items/skillslot4.png','Item_SkillSlot',0,500000,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(100,5,2,0,0,0,0,'Short Sword','textures/items/short_sword.png','Proc_Haste',0,25,1,20,10,3.0,1,20,40,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(101,5,2,0,0,0,0,'Stick','textures/items/stick.png','Proc_Mana',0,5,1,10,10,0.0,1,10,20,0,0,0,0,0,20,0,1,0,0,0,0,15,1,0,'',0,0.0);
INSERT INTO item VALUES(102,5,2,0,0,0,0,'Mace','textures/items/mace.png','Proc_Stun',0,20,1,1,10,1.5,1,10,50,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(103,14,2,0,0,0,0,'Dagger','textures/items/dagger.png','Proc_Bleed',0,25,1,10,10,5.0,1,20,20,0,2,10,0,0,0,0,0,20,0,0,0,20,0,0,'',0,0.0);
INSERT INTO item VALUES(104,3,0,0,0,0,0,'Mage Robes','textures/items/mage_robes.png','',0,100,1,0,10,0.0,1,0,0,2,0,0,0,10,25,0,1,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(105,3,0,0,0,0,7,'Leather Jerkin','textures/items/leather_jerkin.png','',0,75,1,0,10,0.0,1,0,0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(106,7,2,0,0,0,0,'Buckler','textures/items/buckler.png','',0,25,1,0,10,0.0,1,10,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(107,7,2,0,0,0,0,'Bronze Shield','textures/items/bronze_shield.png','',0,100,1,0,10,0.0,1,20,50,0,10,0,0,0,0,0,0,-10,-5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(108,10,0,1,3,0,0,'Healing Salve','textures/items/healing_salve.png','Item_HealingSalve',0,5,1,30,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(109,10,0,1,3,0,0,'Mana Cider','textures/items/mana_cider.png','Item_ManaCider',0,7,1,10,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(110,10,0,1,1,0,0,'Invisibility Potion','textures/items/invis_potion.png','Item_InvisPotion',0,40,1,0,0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(111,6,2,0,0,0,0,'Quarter Staff','textures/items/quarter_staff.png','Proc_Harden',0,35,1,10,10,5.0,1,20,50,0,5,0,0,0,0,0,0,10,0,0,0,15,0,0,'',2,0.0);
INSERT INTO item VALUES(112,13,0,0,1,0,0,'Cellar Key','textures/items/key0.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(113,3,0,0,0,0,8,'Bronze Armor','textures/items/bronze_armor.png','',0,250,1,0,10,0.0,1,0,0,10,2,0,5,0,0,0,0,-5,-5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(114,10,0,1,1,0,0,'Crow Feather','textures/items/crow_feather.png','Item_CrowFeather',0,8,1,20,0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(115,10,0,1,2,0,0,'Spider Leg','textures/items/spider_leg.png','Item_SpiderLeg',0,15,1,30,0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(116,10,0,5,2,0,0,'Elusive Potion','textures/items/elusive_potion.png','Item_ElusivePotion',0,300,1,30,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(117,6,2,0,0,0,0,'Axe','textures/items/axe.png','Proc_Blind',0,225,1,20,10,5.0,1,60,120,-1,0,0,0,0,0,0,0,-5,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(118,14,2,0,0,0,0,'Small Knife','textures/items/small_knife.png','Proc_Bleed',0,15,1,10,10,5.0,1,10,10,0,1,5,0,0,0,0,0,25,0,0,0,20,0,0,'',0,0.0);
INSERT INTO item VALUES(119,5,2,0,0,0,0,'Sword','textures/items/sword.png','Proc_Haste',0,150,1,20,10,3.0,1,30,90,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(120,4,0,0,0,0,7,'Leather Boots','textures/items/leather_boots.png','',0,20,1,0,10,0.0,1,0,0,2,0,0,2,0,0,0,0,0,5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(121,2,0,0,0,0,7,'Leather Helm','textures/items/leather_helm.png','',0,30,1,0,10,0.0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(122,4,0,0,0,0,8,'Bronze Boots','textures/items/bronze_boots.png','',0,60,1,0,10,0.0,1,0,0,5,0,0,2,0,0,0,0,-3,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(123,2,0,0,0,0,8,'Iron Helm','textures/items/iron_helm.png','',0,150,1,0,15,0.0,1,0,0,8,0,0,3,0,0,0,0,-5,-5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(124,10,0,1,3,0,0,'Fang','textures/items/fang.png','Item_Fang',0,20,1,50,0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(125,10,0,1,3,0,0,'Slimy Glob','textures/items/glob.png','Item_SlimyGlob',0,10,1,50,0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(126,11,0,0,0,0,0,'Bat Trophy','textures/items/bat_trophy.png','',0,125,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(127,10,0,1,3,0,0,'Soothing Salve','textures/items/soothing_salve.png','Item_HealingSalve',0,50,1,150,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(128,10,0,1,3,0,0,'Arcane Cider','textures/items/arcane_cider.png','Item_ManaCider',0,75,1,50,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(129,7,2,0,0,0,0,'Reinforced Buckler','textures/items/reinforced_buckler.png','',0,200,1,0,20,0.0,1,40,120,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(130,6,2,0,0,0,0,'Battle Axe','textures/items/battleaxe.png','Proc_Blind',0,700,1,25,20,5.0,1,150,320,-2,0,0,0,0,0,0,0,-10,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(131,14,2,0,0,0,0,'Stiletto','textures/items/stiletto.png','Proc_Bleed',0,250,1,30,20,5.0,1,50,50,0,3,20,0,0,0,0,0,20,0,0,0,20,0,0,'',0,0.0);
INSERT INTO item VALUES(132,10,0,1,3,0,0,'Death Potion','textures/items/death_potion.png','Item_DeathPotion',0,300,1,1000,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(133,10,2,2,2,0,0,'Throwing Knives','textures/items/throwing_knives.png','Item_ThrowingKnives',0,4,1,1,0,0.0,1,25,120,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(134,10,0,1,2,0,0,'Crab Legs','textures/items/crab_legs.png','Item_CrabLegs',0,20,1,25,0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(135,7,0,0,0,0,0,'Wizard Book','textures/items/wizard_book.png','',0,320,1,0,50,0.0,1,0,0,0,3,0,0,25,50,0,2,0,0,0,0,0,0,1,'',0,0.0);
INSERT INTO item VALUES(136,7,0,0,0,0,0,'Mage Book','textures/items/mage_book.png','',0,40,1,0,10,0.0,1,0,0,0,2,0,0,15,25,0,1,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(137,13,0,0,1,0,0,'Tower Key','textures/items/key0.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(138,8,0,0,0,0,0,'Troll''s Ring','textures/items/ring.png','',0,250,1,0,50,0.0,1,0,0,0,0,0,0,0,0,7,0,-25,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(139,11,0,0,0,0,0,'Crab Trophy','textures/items/crab_trophy.png','',0,300,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(140,11,0,0,0,0,0,'Slime Trophy','textures/items/slime_trophy.png','',0,750,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(141,5,2,0,0,0,0,'Scimitar','textures/items/scimitar.png','Proc_Haste',0,750,1,30,20,3.0,1,90,170,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(142,5,2,0,0,0,0,'Magic Stick','textures/items/magic_stick.png','Proc_Mana',0,350,1,30,20,0.0,1,40,70,0,0,0,0,0,100,0,2,0,0,0,0,15,1,0,'',0,0.0);
INSERT INTO item VALUES(143,3,0,0,0,0,6,'Cloth Vest','textures/items/cloth_vest.png','',0,50,1,0,10,0.0,1,0,0,1,0,0,5,0,0,0,0,10,5,0,0,0,0,0,'',4,0.0);
INSERT INTO item VALUES(144,3,0,0,0,0,0,'Wizard Robes','textures/items/wizard_robes.png','',0,400,1,0,50,0.0,1,0,0,4,1,0,0,30,50,0,2,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(145,8,0,0,0,0,0,'Ring of Health','textures/items/ring.png','',0,125,1,0,50,0.0,1,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(146,10,0,1,2,0,0,'Spectral Dust','textures/items/spectral_dust.png','Item_SpectralDust',0,25,1,15,0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(147,5,2,0,0,0,0,'Morning Star','textures/items/mace.png','Proc_Stun',0,400,1,1,20,2.0,1,50,110,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(148,2,0,0,0,0,0,'Cap','textures/items/cap.png','',0,15,1,0,5,0.0,1,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(149,6,2,0,0,0,0,'Fighting Stick','textures/items/quarter_staff.png','Proc_Harden',0,1000,1,15,20,5.0,1,120,300,0,15,0,0,0,0,0,0,15,0,0,0,15,0,0,'',5,0.0);
INSERT INTO item VALUES(150,14,2,0,0,0,0,'Swift Knife','textures/items/small_knife.png','Proc_Bleed',0,1100,1,40,20,5.0,1,120,120,0,5,30,0,0,0,0,0,30,0,0,0,20,0,0,'',0,0.0);
INSERT INTO item VALUES(151,10,0,1,1,0,0,'Battle Potion','textures/items/battle_potion.png','Item_BattlePotion',0,25,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(152,2,0,0,0,0,0,'Mage Hat','textures/items/mage_hat.png','',0,25,1,0,10,0.0,1,0,0,1,0,0,0,15,30,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(153,2,0,0,0,0,0,'Wizard Hat','textures/items/wizard_hat.png','',0,100,1,0,50,0.0,1,0,0,2,0,0,0,30,60,0,1,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(154,6,2,0,0,0,0,'Claymore','textures/items/claymore.png','Proc_Empowered',0,2000,1,20,20,5.0,1,225,600,-5,0,0,0,0,0,0,0,-10,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(155,10,0,1,1,0,0,'Ghostly Potion','textures/items/ghostly_potion.png','Item_InvisPotion',0,150,1,0,0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(156,10,0,8,3,0,0,'Poison','textures/items/poison.png','Item_PoisonPotion',0,25,1,10,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(157,3,0,0,0,0,7,'Reinforced Jerkin','textures/items/reinforced_jerkin.png','',0,300,1,0,20,0.0,1,0,0,8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(158,8,0,0,0,0,0,'Magic Ring','textures/items/ring.png','',0,150,1,0,50,0.0,1,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(159,8,0,0,0,0,0,'Glowing Ring','textures/items/glowing_ring.png','',0,800,1,0,50,0.0,1,0,0,0,0,0,0,0,35,0,3,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(160,4,0,0,0,0,6,'Cloth Slippers','textures/items/cloth_slippers.png','',0,30,1,0,10,0.0,1,0,0,0,0,0,2,0,0,0,0,5,10,0,0,0,0,0,'',2,0.0);
INSERT INTO item VALUES(161,11,0,0,0,0,0,'Ghost Trophy','textures/items/ghost_trophy.png','',0,1250,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(162,8,0,0,0,0,0,'Ring of Jem','textures/items/ring.png','',0,1500,1,0,20,0.0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(163,4,0,0,0,0,7,'Reinforced Boots','textures/items/reinforced_boots.png','',0,80,1,0,20,0.0,1,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(164,2,0,0,0,0,7,'Reinforced Helm','textures/items/reinforced_helm.png','',0,120,1,0,20,0.0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(165,3,0,0,0,0,8,'Metal Armor','textures/items/metal_armor.png','',0,1000,1,0,20,0.0,1,0,0,13,4,0,8,0,0,0,0,-5,-5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(166,8,0,0,0,0,1,'Prismatic Ring I','textures/items/ring.png','',0,500,1,0,5,0.0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(167,8,0,0,0,0,1,'Prismatic Ring II','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(168,8,0,0,0,0,1,'Prismatic Ring III','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(169,8,0,0,0,0,2,'Physical Ring I','textures/items/ring.png','',0,1000,1,0,5,0.0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(170,8,0,0,0,0,2,'Physical Ring II','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(171,8,0,0,0,0,2,'Physical Ring III','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(172,8,0,0,0,0,3,'Fire Ring I','textures/items/ring.png','',0,500,1,0,5,0.0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(173,8,0,0,0,0,3,'Fire Ring II','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(174,8,0,0,0,0,3,'Fire Ring III','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(175,8,0,0,0,0,4,'Cold Ring I','textures/items/ring.png','',0,500,1,0,5,0.0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(176,8,0,0,0,0,4,'Cold Ring II','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(177,8,0,0,0,0,4,'Cold Ring III','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(178,8,0,0,0,0,5,'Lightning Ring I','textures/items/ring.png','',0,500,1,0,5,0.0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(179,8,0,0,0,0,5,'Lightning Ring II','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(180,8,0,0,0,0,5,'Lightning Ring III','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(181,8,0,0,0,0,6,'Poison Ring I','textures/items/ring.png','',0,250,1,0,5,0.0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(182,8,0,0,0,0,6,'Poison Ring II','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
